کد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,کد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مکان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904105,خواهران,يكشنبه از 11:00 تا 11:45 يكشنبه از از ...,زينب اخوان صفايي,,45,,1404/10/19 از 16:30 تا 18:00,مهندسی یک-115,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904104,خواهران,يكشنبه از 09:15 تا 11:00,زينب اخوان صفايي,,45,,1404/10/19 از 16:30 تا 18:00,مهندسی یک-115,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904103,خواهران,يكشنبه از 07:30 تا 09:15,زينب اخوان صفايي,,45,,1404/10/19 از 16:30 تا 18:00,مهندسی یک-115,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904102,برادران,شنبه از 09:15 تا 11:00,جعفر شریفی,,45,,1404/10/19 از 16:30 تا 18:00,مهندسی یک-115,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904101,برادران- ویژه ترم آخری,شنبه از 07:30 تا 09:15,جعفر شریفی,,0,,1404/10/19 از 16:30 تا 18:00,مهندسی یک-115,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,1634512119,,,,,10,,1404/10/17 از 16:30 تا 18:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,1634512118,,,,,10,,1404/10/17 از 16:30 تا 18:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,1634512117,,,,,10,,1404/10/17 از 16:30 تا 18:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
55004,زبان انگلیسی (پیش نیاز دانشگاهی),نظري,2,0,1634512116,,,,,10,,1404/10/17 از 16:30 تا 18:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811044,,يكشنبه از 09:15 تا 11:00,عبدالحمید غریب نواز,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904119,خواهران,سه شنبه از 07:30 تا 09:15,نرجس نصرالهی,,45,,1404/10/19 از 16:30 تا 18:00,مهندسی دو-20,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904118,خواهران,سه شنبه از 13:15 تا 15:00,نرجس نصرالهی,,45,,1404/10/19 از 16:30 تا 18:00,مهندسی دو-20,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99041,تاریخ تحلیلی صدر اسلام‌,نظري,2,0,1639904117,خواهران,سه شنبه از 09:15 تا 11:00,نرجس نصرالهی,,45,,1404/10/19 از 16:30 تا 18:00,مهندسی دو-20,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811041,,شنبه از 13:15 تا 15:00,علی اصغر متحدزاده,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811040,,شنبه از 11:00 تا 11:45 شنبه از از ...,علی اصغر متحدزاده,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811039,,شنبه از 09:15 تا 11:00,علی اصغر متحدزاده,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811038,,شنبه از 07:30 تا 09:15,علی اصغر متحدزاده,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-106,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238106,خواهران,پنج شنبه از 13:15 تا 15:00,اصغر زرنگار,,45,,1404/10/25 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238105,خواهران,پنج شنبه از 11:00 تا 11:45 پنج شنبه از ...,اصغر زرنگار,,45,,1404/10/25 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238104,خواهران,پنج شنبه از 09:15 تا 11:00,اصغر زرنگار,,45,,1404/10/25 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
92381,تاریخ فرهنگ و تمدن اسلام و ایران,نظري,2,0,1639238103,برادران,پنج شنبه از 07:30 تا 09:15,اصغر زرنگار,,45,,1404/10/25 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907310,برادران,سه شنبه از 16:45 تا 18:30,حامد باقري,,45,,1404/10/20 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907309,خواهران,سه شنبه از 15:00 تا 16:45,حامد باقري,,45,,1404/10/20 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896108,برادران,شنبه از 07:30 تا 09:15,محمد جواد رحمانی,,45,,1404/10/22 از 16:30 تا 18:00,علوم انسانی-8,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896107,برادران,سه شنبه از 11:00 تا 11:45 سه شنبه از ...,محمد جواد رحمانی,,45,,1404/10/22 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076317,برادران- ترم آخری,سه شنبه از 07:30 تا 09:15,محمد جواد رحمانی,,45,,1404/10/17 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763,تفسیر موضوعی قرآن,نظري,2,0,1639076316,برادران,سه شنبه از 09:15 تا 11:00,محمد جواد رحمانی,,45,,1404/10/17 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061021,خواهران-دانشجویان کاردانی,دوشنبه از 09:15 تا 11:00,مرتضی حق شناس,,45,,1404/10/22 از 16:30 تا 18:00,مهارتی -204,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90610,اندیشه اسلامی 1 (مبدا ومعاد),نظري,2,0,1639061020,برادران,دوشنبه از 07:30 تا 09:15,مرتضی حق شناس,,45,,1404/10/22 از 16:30 تا 18:00,مهارتی -204,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98923,آیین زندگی (اخلاق کاربردی),نظري,2,0,1639892305,خواهران,يكشنبه از 07:30 تا 09:15,علی نیکویی,,45,,1404/10/22 از 16:30 تا 18:00,اقتصاد ومدیریت-5,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811037,مجازی ویژه دکترا,جمعه از 10:00 تا 11:45,الهام قطعی,,30,,1404/10/14 از 16:30 تا 17:30,,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811036,,,ژاله سلطانی سروستانی,,0,,1404/10/14 از 16:30 تا 17:30,,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811035,,,ژاله سلطانی سروستانی,,0,,1404/10/14 از 16:30 تا 17:30,,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811034,میدان دانشجو ویژه دندانپزشکی,شنبه از 16:45 تا 18:30,عبدالرسول خسروبیگ,,28,,1404/10/14 از 16:30 تا 17:30,,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811033,میدان دانشجو ویژه دندانپزشکی,شنبه از 15:00 تا 16:45,عبدالرسول خسروبیگ,,28,,1404/10/14 از 16:30 تا 17:30,,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811032,ویژه ارشد و دکترا,پنج شنبه از 16:45 تا 18:30,ژاله سلطانی سروستانی,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811031,,پنج شنبه از 15:00 تا 16:45,ژاله سلطانی سروستانی,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811030,,پنج شنبه از 13:15 تا 15:00,مليحه ساساني,,30,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811029,,پنج شنبه از 11:00 تا 11:45 پنج شنبه از ...,مليحه ساساني,,30,,1404/10/14 از 16:30 تا 17:30,,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811028,,پنج شنبه از 09:15 تا 11:00,مليحه ساساني,,30,,1404/10/14 از 16:30 تا 17:30,,كارشناسي ارشد پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99083,انس با قرآن کریم,نظري,1,0,163811027,,پنج شنبه از 11:00 تا 11:45 پنج شنبه از ...,الهام قطعی,,28,,1404/10/14 از 16:30 تا 17:30,علوم انسانی-317,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
